,General Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not,Do Not
6980,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R32020,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,KAMAYA INC.,RMC1/16S-472JTH70,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,0
6990,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R32021,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,KAMAYA INC.,RMC1/16S-472JTH70,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,0
7000,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R32022,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,KAMAYA INC.,RMC1/16S-472JTH70,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,0
7010,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R32023,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,KAMAYA INC.,RMC1/16S-472JTH70,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDMCAC,"RES-TF,4,7000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,0
7020,P110035BFDMCAC,"RES-TF,1,0000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",R32024,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X102 JGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110035BFDMCAC,"RES-TF,1,0000k,5,0000%,63,000mW,200ppm/C,155,000C,0402",0.000,0,0
7030,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32025,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7040,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32026,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7050,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32027,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7060,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32028,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7070,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32029,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7080,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32030,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7090,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32031,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7100,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32032,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7110,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",R32033,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Walsin Technology Corporation,WR04X000 PGLJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P100009BFDZCAC,"RES-TF,0,0000R,,,155ppm/C,155,000C,0402",0.000,0,0
7120,P147035BFDLCAC,"RES-TF,4,7000k,5,0000%,63,000mW,350ppm/C,155,000C,0402",R32034,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,KAMAYA INC.,RMC1/16S-472JTH70,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDLCAC,"RES-TF,4,7000k,5,0000%,63,000mW,350ppm/C,155,000C,0402",0.000,0,0
7130,P147035BFDLCAC,"RES-TF,4,7000k,5,0000%,63,000mW,350ppm/C,155,000C,0402",R32035,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,KAMAYA INC.,RMC1/16S-472JTH70,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036,,,0.00036,USD,Actual,,,,,,0.00036,USD,0.00036,,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P147035BFDLCAC,"RES-TF,4,7000k,5,0000%,63,000mW,350ppm/C,155,000C,0402",0.000,0,0
9190,P110045BFNMDAB,"RES-TF,10,0000k,5,0000%,250,000mW,200ppm/C,125,000C,0804-ARRAY",RP32001,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,Yageo,YC124-JR-0710KL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017,,,0.0017,USD,Actual,,,,,,0.0017,USD,0.0017,,,,,,0,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P110045BFNMDAB,"RES-TF,10,0000k,5,0000%,250,000mW,200ppm/C,125,000C,0804-ARRAY",0.000,0,0
9320,P700032BFP0000,"IC-LINMISC,Diode Controller,SOT23",U21001,210_BATT_CONDITIONING,1,System Connector,EBOM,Each,Buy,N,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,Texas Instruments Inc.,LM74700QDBVRQ1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,,,0.264,USD,Actual,,,,,,0.264,USD,0.264,,,,,,0,,,0.2640,0.2640,0.2640,0.2640,0.2640,0.0000,0.2640,0.2640,0.2640,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2640,0.2640,0.2640,0.2640,0.2640,0.0000,0.2640,0.2640,0.2640,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,21,P700032BFP0000,"IC-LINMISC,Diode Controller,SOT23",0.264,0,0
9660,PR11036BFG1ABP,"RESON-XTAL,16MHz,30ppm,FU - Fundamental Mode,DSX321G",Y32001,320_VIP_DAB,1,MCU,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,TXC,AM16000006,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,,,0.087,USD,Actual,,,,,,0.087,USD,0.087,,,,,,0,,,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,PR11036BFG1ABP,"RESON-XTAL,16MHz,30ppm,FU - Fundamental Mode,DSX321G",0.000,0,0
1830,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34001,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1840,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34002,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1850,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34003,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1860,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34004,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1870,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34005,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1880,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34006,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1890,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34007,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1900,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34008,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
1910,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",C34009,340_SRAM_DAB,1,Memory,EBOM,Each,Buy,N,0,0,1,0,0,,0,1,0,0,,,,,,,,,,,Murata Manufacturing Co Ltd,GCM155R71C104KA55J,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,,,0.089,JPY,Actual,,,,,,0.089,JPY,0.000847619,,,,,,0,,,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,EP,0.0,1,0,0,,P210427BFKAAAD,"CAP-CERM,100,000NF,10,0000%,16,000V,X7R,,0402",0.000,0,0
